page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
32380,Ajaxis (Earth-616),\/Ajaxis_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Aug-06,2006
681494,Ajes'ha (Earth-616),\/Ajes%27ha_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Female Characters,,Deceased Characters,1,Jul-99,1999
697635,Ajna (Earth-616),\/Ajna_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,1,,2013
90942,Ak (Earth-616),\/Ak_(Earth-616),No Dual Identity,Good Characters,One Eye,,Male Characters,,Deceased Characters,1,Mar-41,1941
18495,Akaje (Earth-616),\/Akaje_(Earth-616),,,,,Male Characters,,Living Characters,1,Jun-03,2003
455492,Akasha Martinez (Earth-616),\/Akasha_Martinez_(Earth-616),No Dual Identity,Neutral Characters,,,Female Characters,,Living Characters,4,Sep-97,1997
18494,Akatora (Earth-616),\/Akatora_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,3,Nov-96,1996
666200,Akeja (Earth-616),\/Akeja_(Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,2,Mar-10,2010
435284,Akihira (Earth-616),\/Akihira_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,3,Aug-08,2008
51769,Akihiro (Earth-616),\/Akihiro_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Bisexual Characters,Living Characters,189,Oct-06,2006
18493,Akiniko (Earth-616),\/Akiniko_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Nov-98,1998
340069,Akira Kiamata (Earth-616),\/Akira_Kiamata_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Deceased Characters,1,Nov-07,2007
581441,Akiro (Earth-616),\/Akiro_(Earth-616),,Good Characters,,Black Hair,Male Characters,,Living Characters,1,May-84,1984
189182,Akpaxa (Earth-616),\/Akpaxa_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,3,Feb-09,2009
18492,Akreon (Earth-616),\/Akreon_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Mar-83,1983
689211,Akulia (Earth-616),\/Akulia_(Earth-616),No Dual Identity,,Black Eyes,Black Hair,Female Characters,,Deceased Characters,3,Feb-91,1991
609728,Al B. Harper (Earth-616),\/Al_B._Harper_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,2,Apr-69,1969
555921,Al Gentle (Earth-616),\/Al_Gentle_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,1,Dec-81,1981
241798,Al Larson (Earth-616),\/Al_Larson_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,1,Sep-48,1948
732041,Al Shaitan (Earth-616),\/Al_Shaitan_(Earth-616),,Bad Characters,,Grey Hair,Male Characters,,Living Characters,1,Apr-93,1993
18490,Al'Arok (Earth-616),\/Al%27Arok_(Earth-616),No Dual Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,1,Aug-87,1987
126093,Al-Khalad (Earth-616),\/Al-Khalad_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,May-96,1996
632513,Al-Thahab Al-Aswad (Earth-616),\/Al-Thahab_Al-Aswad_(Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,3,,2013
18485,Aladdin (Earth-616),\/Aladdin_(Earth-616),,,,,Male Characters,,Living Characters,1,Jan-77,1977
473718,Aladi Ko Eke (Earth-616),\/Aladi_Ko_Eke_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,11,May-10,2010
2253,Alain Racine (Earth-616),\/Alain_Racine_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,21,Jun-82,1982
400055,Alaisa Ruatha Pethnan (Earth-616),\/Alaisa_Ruatha_Pethnan_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,6,Jun-92,1992
423075,Alaka'i Ryan II (Earth-616),\/Alaka%27i_Ryan_II_(Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,1,Feb-11,2011
506892,Alake (Earth-616),\/Alake_(Earth-616),No Dual Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,2,Mar-92,1992
388119,Alan Brialige (Earth-616),\/Alan_Brialige_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,,2013
248825,Alan Burstyn (Earth-616),\/Alan_Burstyn_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Sep-90,1990
440180,Alan Cavenaugh (Earth-616),\/Alan_Cavenaugh_(Earth-616),,,,Red Hair,Male Characters,,Living Characters,7,Jun-76,1976
37008,Alan Desmond (Earth-616),\/Alan_Desmond_(Earth-616),,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,1,Jul-94,1994
7425,Alan Fagan (Earth-616),\/Alan_Fagan_(Earth-616),Secret Identity,Bad Characters,Hazel Eyes,Silver Hair,Male Characters,,Living Characters,24,Apr-80,1980
494189,Alan Heinman (Earth-616),\/Alan_Heinman_(Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,1,Mar-44,1944
298165,Alan O'Neil (Earth-616),\/Alan_O%27Neil_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,1,Jun-07,2007
699733,Alan Quartermain (Earth-616),\/Alan_Quartermain_(Earth-616),No Dual Identity,,,Brown Hair,Male Characters,,Living Characters,3,Mar-88,1988
738466,Alan Spaulding (Earth-616),\/Alan_Spaulding_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,1,Jan-07,2007
249899,Alan Trent (Earth-616),\/Alan_Trent_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Feb-93,1993
14607,Alan Wilson (Earth-616),\/Alan_Wilson_(Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,,Living Characters,4,Apr-96,1996
93360,Alana Jobson (Earth-616),\/Alana_Jobson_(Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,Homosexual Characters,Deceased Characters,12,Feb-08,2008
189201,Alana Jobson (Sara Ehret) (Earth-616),\/Alana_Jobson_(Sara_Ehret)_(Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,12,Jun-07,2007
667057,Alana Sloan (Earth-616),\/Alana_Sloan_(Earth-616),No Dual Identity,,Blue Eyes,Blond Hair,Female Characters,,Living Characters,2,Aug-97,1997
16827,Alani Ryan (Earth-616),\/Alani_Ryan_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,73,Jun-04,2004
249824,Alaric (Asgardian) (Earth-616),\/Alaric_(Asgardian)_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,11,Nov-85,1985
697618,Alaric (Mystic) (Earth-616),\/Alaric_(Mystic)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Oct-78,1978
18482,Alaris (Earth-616),\/Alaris_(Earth-616),Secret Identity,,White Eyes,Black Hair,Male Characters,,Living Characters,13,Jul-03,2003
424178,Alarr (Earth-616),\/Alarr_(Earth-616),,Good Characters,,,Male Characters,,Deceased Characters,1,Nov-08,2008
503192,Alasdhair Kinross (Earth-616),\/Alasdhair_Kinross_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,3,Sep-99,1999
241269,Albakor (Earth-616),\/Albakor_(Earth-616),,Good Characters,Yellow Eyes,No Hair,Female Characters,,Living Characters,3,Jun-09,2009
175478,Alban Emond (Earth-616),\/Alban_Emond_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,5,Oct-82,1982
547510,Albasini (Earth-616),\/Albasini_(Earth-616),,Bad Characters,,Bald,Male Characters,,Deceased Characters,2,Mar-06,2006
18480,Alberich (Earth-616),\/Alberich_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,,,Living Characters,5,Apr-80,1980
18479,Alberik (Earth-616),\/Alberik_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,1,Oct-00,2000
15659,Albert (Earth-616),\/Albert_(Earth-616),No Dual Identity,Neutral Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,19,Mar-91,1991
422581,Albert Bendix (Earth-616),\/Albert_Bendix_(Earth-616),,,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,4,Oct-00,2000
68926,Albert Cleary (Earth-616),\/Albert_Cleary_(Earth-616),No Dual Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,18,May-89,1989
83768,Albert DeVoor (Earth-616),\/Albert_DeVoor_(Earth-616),No Dual Identity,Neutral Characters,,White Hair,Male Characters,,Living Characters,5,Jul-75,1975
43382,Albert Destine (Earth-616),\/Albert_Destine_(Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,6,Oct-94,1994
663637,Albert Einstein (Robot) (Earth-616),\/Albert_Einstein_(Robot)_(Earth-616),No Dual Identity,,,White Hair,Male Characters,,Living Characters,1,May-83,1983
454319,Albert Gaines (Zombie Clone) (Earth-616),\/Albert_Gaines_(Zombie_Clone)_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,2,May-11,2011
483808,Albert Jones (Earth-616),\/Albert_Jones_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,8,Dec-42,1942
4206,Albert Louis (Earth-616),\/Albert_Louis_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,7,Mar-93,1993
3352,Albert Malik (Earth-616),\/Albert_Malik_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,,Deceased Characters,16,Dec-53,1953
281699,Albert Poole (Earth-616),\/Albert_Poole_(Earth-616),Public Identity,Neutral Characters,Black Eyes,Blond Hair,Male Characters,,Living Characters,1,Jun-60,1960
1839,Albert Potter (Earth-616),\/Albert_Potter_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,33,Oct-76,1976
425463,Albert Rackham (Earth-616),\/Albert_Rackham_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,14,Jun-72,1972
18685,Albert Vito (Earth-616),\/Albert_Vito_(Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,2,Aug-81,1981
16444,Albert Wanton (Earth-616),\/Albert_Wanton_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3,May-94,1994
18477,Albino (Istvan) (Earth-616),\/Albino_(Istvan)_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,4,Aug-02,2002
736844,Albrecht Kerfoot (Earth-616),\/Albrecht_Kerfoot_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,4,Nov-09,2009
483403,Albri Leiricgrie (Earth-616),\/Albri_Leiricgrie_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Dec-42,1942
612210,Alcemides (Earth-616),\/Alcemides_(Earth-616),No Dual Identity,Good Characters,,White Hair,Male Characters,,Living Characters,2,Jul-82,1982
18500,Alchemist (Earth-616),\/Alchemist_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,,Female Characters,,Living Characters,1,Sep-96,1996
18501,Alchemoid (Earth-616),\/Alchemoid_(Earth-616),,Bad Characters,,,,,Deceased Characters,2,Jul-75,1975
49733,Alcmena (Earth-616),\/Alcmena_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,3,Oct-82,1982
16496,Alda Huxley (Earth-616),\/Alda_Huxley_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,14,Mar-99,1999
13452,Aldebron (Earth-616),\/Aldebron_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,2,Dec-95,1995
16078,Alden Maas (Earth-616),\/Alden_Maas_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,3,Feb-84,1984
249102,Alder Revery (Earth-616),\/Alder_Revery_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,Oct-90,1990
18502,Aldo (Earth-616),\/Aldo_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,1,Sep-95,1995
16871,Aldo Ferro (Earth-616),\/Aldo_Ferro_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Bald,Male Characters,,Deceased Characters,6,Oct-92,1992
18503,Aldo Moomjay (Earth-616),\/Aldo_Moomjay_(Earth-616),,,,,,,Living Characters,1,,2013
706227,Aldo Zane (Earth-616),\/Aldo_Zane_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,1,Oct-89,1989
541090,Aldrich Killian (Earth-616),\/Aldrich_Killian_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,1,Jan-05,2005
631202,Aldrif Odinsdottir (Earth-616),\/Aldrif_Odinsdottir_(Earth-616),Secret Identity,Neutral Characters,White Eyes,Red Hair,Female Characters,,Living Characters,20,,2013
682176,Aldvi (Earth-616),\/Aldvi_(Earth-616),,,,,Female Characters,,Deceased Characters,5,May-13,2013
45671,Alec Dalton (Earth-616),\/Alec_Dalton_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,6,Jun-93,1993
725762,Alec Eiffel (Earth-616),\/Alec_Eiffel_(Earth-616),No Dual Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,4,,2013
402110,Alec Maloni (Earth-616),\/Alec_Maloni_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,4,Apr-96,1996
9144,Alec Thorne (Earth-616),\/Alec_Thorne_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,14,Aug-83,1983
451556,Alec Wright (Earth-616),\/Alec_Wright_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1,Mar-41,1941
172442,Alecto (Furies) (Earth-616),\/Alecto_(Furies)_(Earth-616),,,,Red Hair,Female Characters,,Living Characters,7,Mar-68,1968
43103,Alecto (Inhuman) (Earth-616),\/Alecto_(Inhuman)_(Earth-616),Secret Identity,,,,Female Characters,,Living Characters,2,Aug-05,2005
552874,Alecto (Red Slayer) (Earth-616),\/Alecto_(Red_Slayer)_(Earth-616),No Dual Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,5,Jun-71,1971
36268,Aleister Kane (Earth-616),\/Aleister_Kane_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,1,Aug-90,1990
67352,Aleister Ravenna (Earth-616),\/Aleister_Ravenna_(Earth-616),,,,,Male Characters,,Living Characters,1,Dec-80,1980
483075,Alejandra Blaze (Earth-616),\/Alejandra_Blaze_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,20,Sep-11,2011
191622,Alejandro Cortez (Earth-616),\/Alejandro_Cortez_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,3,Sep-73,1973
1043,Alejandro Montoya (Earth-616),\/Alejandro_Montoya_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,18,Aug-79,1979
33859,Aleksander Lukin (Earth-616),\/Aleksander_Lukin_(Earth-616),,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,22,Jan-05,2005
307031,Aleksandra Nikolaevna (Earth-616),\/Aleksandra_Nikolaevna_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,19,Oct-08,2008
2351,Aleksei Sytsevich (Earth-616),\/Aleksei_Sytsevich_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,239,Oct-66,1966
10138,Aleksey Lebedev (Earth-616),\/Aleksey_Lebedev_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,4,Jun-91,1991
566849,Aleph (Garden) (Earth-616),\/Aleph_(Garden)_(Earth-616),No Dual Identity,Neutral Characters,Yellow Eyes,No Hair,Agender Characters,,Deceased Characters,4,Feb-13,2013
622375,Alessandro Brannex (Earth-616),\/Alessandro_Brannex_(Earth-616),No Dual Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,Sep-93,1993
741240,Alestaire Grunch (Earth-616),\/Alestaire_Grunch_(Earth-616),,,,,Male Characters,,Living Characters,5,Mar-99,1999
401502,Alex (Inferno Baby) (Earth-616),\/Alex_(Inferno_Baby)_(Earth-616),Secret Identity,Bad Characters,Purple Eyes,No Hair,Male Characters,,Living Characters,9,Dec-88,1988
36568,Alex (Morlock) (Earth-616),\/Alex_(Morlock)_(Earth-616),Secret Identity,Neutral Characters,,,,,Living Characters,1,Dec-90,1990
282240,Alex (Telepath) (Earth-616),\/Alex_(Telepath)_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,2,Nov-02,2002
18483,Alex Alaric (Earth-616),\/Alex_Alaric_(Earth-616),,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,7,Feb-86,1986
654905,Alex Anderson (Earth-616),\/Alex_Anderson_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,14,Jun-03,2003
34678,Alex DePaul (Earth-616),\/Alex_DePaul_(Earth-616),,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,6,Feb-94,1994
18375,Alex Flores (Earth-616),\/Alex_Flores_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,21,Oct-91,1991
116886,Alex Grimond (Earth-616),\/Alex_Grimond_(Earth-616),,,,,Male Characters,,Living Characters,1,Nov-93,1993
753076,Alex Lipton (Earth-616),\/Alex_Lipton_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Deceased Characters,1,Jan-91,1991
248949,Alex Mitchell (Earth-616),\/Alex_Mitchell_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,1,Sep-06,2006
1372,Alex Nevsky (Earth-616),\/Alex_Nevsky_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,18,Jul-69,1969
14481,Alex Wilder (Earth-616),\/Alex_Wilder_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,33,Jul-03,2003
325564,Alex Wildman (Earth-616),\/Alex_Wildman_(Earth-616),No Dual Identity,,Blue Eyes,Brown Hair,Male Characters,,Living Characters,5,Jan-93,1993
579620,Alexa Reilly (Earth-616),\/Alexa_Reilly_(Earth-616),No Dual Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,6,Sep-09,2009
31566,Alexander Aaron (Earth-616),\/Alexander_Aaron_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,46,Mar-06,2006
21697,Alexander Bont (Earth-616),\/Alexander_Bont_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Grey Hair,Male Characters,,Living Characters,7,Dec-04,2004
19487,Alexander Ellis (Earth-616),\/Alexander_Ellis_(Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,26,May-93,1993
242907,Alexander Erde (Earth-616),\/Alexander_Erde_(Earth-616),,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,3,Jun-09,2009
30106,Alexander Flynn (Earth-616),\/Alexander_Flynn_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,6,Dec-84,1984
2279,Alexander Gentry (Earth-616),\/Alexander_Gentry_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,44,Oct-63,1963
19385,Alexander Lexington (Earth-616),\/Alexander_Lexington_(Earth-616),,Good Characters,,Brown Hair,Male Characters,,Living Characters,20,Jan-06,2006
79793,Alexander Patel (Earth-616),\/Alexander_Patel_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,5,Jan-95,1995
4855,Alexander Pierce (Earth-616),\/Alexander_Pierce_(Earth-616),,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,53,Aug-88,1988
1544,Alexander Power (Earth-616),\/Alexander_Power_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,197,Aug-84,1984
302249,Alexander Ryking (Earth-616),\/Alexander_Ryking_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,4,Sep-92,1992
240058,Alexander Schrott (Earth-616),\/Alexander_Schrott_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,1,Mar-43,1943
1802,Alexander Summers (Earth-616),\/Alexander_Summers_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,558,Mar-69,1969
95182,Alexander Walsh (Earth-616),\/Alexander_Walsh_(Earth-616),No Dual Identity,,,Blond Hair,Male Characters,,Living Characters,6,Dec-79,1979
19489,Alexander Woolcot (Earth-616),\/Alexander_Woolcot_(Earth-616),Secret Identity,,Blue Eyes,Strawberry Blond Hair,Male Characters,,Living Characters,11,Mar-86,1986
60287,Alexander of Macedon (Earth-616),\/Alexander_of_Macedon_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Deceased Characters,2,,2013
693440,Alexander van Tilburg (Earth-616),\/Alexander_van_Tilburg_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Light Brown Hair,Male Characters,,Deceased Characters,6,Nov-79,1979
564750,Alexandra Draguno (Earth-616),\/Alexandra_Draguno_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,3,Jan-13,2013
240594,Alexandra Rasputina (Earth-616),\/Alexandra_Rasputina_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Grey Hair,Female Characters,,Deceased Characters,18,May-75,1975
19486,Alexei Kravinoff (Earth-616),\/Alexei_Kravinoff_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,50,Feb-97,1997
21425,Alexei Vazhin (Earth-616),\/Alexei_Vazhin_(Earth-616),,,Brown Eyes,Black Hair,Male Characters,,Living Characters,22,Oct-79,1979
258192,Alexei Vazhin (Robot) (Earth-616),\/Alexei_Vazhin_(Robot)_(Earth-616),,Bad Characters,,,,,Deceased Characters,3,Jul-79,1979
18343,Alexi Bruskin (Earth-616),\/Alexi_Bruskin_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,4,Aug-76,1976
15076,Alexi Garnoff (Earth-616),\/Alexi_Garnoff_(Earth-616),Secret Identity,,,Brown Hair,Male Characters,,Living Characters,7,Oct-86,1986
97707,Alexi Kalishnikov (Earth-616),\/Alexi_Kalishnikov_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,Oct-80,1980
2340,Alexi Shostakov (Earth-616),\/Alexi_Shostakov_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,31,Aug-67,1967
53202,Alexi Skarab (Earth-616),\/Alexi_Skarab_(Earth-616),No Dual Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,9,Aug-73,1973
635275,Alexis (Earth-616),\/Alexis_(Earth-616),Public Identity,Good Characters,Purple Eyes,Blond Hair,Female Characters,,Living Characters,12,,2013
98448,Alexis Primo (Earth-616),\/Alexis_Primo_(Earth-616),No Dual Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,16,Jul-92,1992
1652,Aleytys Forrester (Earth-616),\/Aleytys_Forrester_(Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,30,Mar-81,1981
36259,Alfeo Spinosa (Earth-616),\/Alfeo_Spinosa_(Earth-616),,Good Characters,,Black Hair,Male Characters,,Living Characters,4,Dec-79,1979
519831,Alfie (Earth-616),\/Alfie_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Sep-46,1946
278880,Alflyse (Earth-616),\/Alflyse_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,5,Oct-09,2009
248754,Alfonso Lopez (Earth-616),\/Alfonso_Lopez_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,4,May-97,1997
526897,Alfred Coppersmith (Earth-616),\/Alfred_Coppersmith_(Earth-616),No Dual Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,3,Aug-88,1988
65713,Alfred Gray (Earth-616),\/Alfred_Gray_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,1,,2013
457984,Alfred Tooks (Earth-616),\/Alfred_Tooks_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,Jul-80,1980
52984,Alfredo Morelli (Earth-616),\/Alfredo_Morelli_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,20,Nov-86,1986
129903,Algernon Crowe (Earth-616),\/Algernon_Crowe_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,42,Jul-92,1992
308742,Algon (Earth-616),\/Algon_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,3,Jan-74,1974
625959,Alhambra (Akbitana) (Earth-616),\/Alhambra_(Akbitana)_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,1,Aug-75,1975
605309,Alhambra (Earth-616),\/Alhambra_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3,Dec-83,1983
13224,Ali Al-Zubaidi (Earth-616),\/Ali_Al-Zubaidi_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,2,Oct-03,2003
491618,Ali Baba (Earth-616),\/Ali_Baba_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1,Nov-43,1943
458815,Ali Hamud (Earth-616),\/Ali_Hamud_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,2,Oct-41,1941
446024,Ali Hassan (Earth-616),\/Ali_Hassan_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Apr-40,1940
557484,Ali Kokmen (Earth-616),\/Ali_Kokmen_(Earth-616),,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1,Aug-05,2005
18622,Ali Wazoo (Earth-616),\/Ali_Wazoo_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Aug-77,1977
604196,Ali-Ben Ar (Earth-616),\/Ali-Ben_Ar_(Earth-616),Public Identity,,Blue Eyes,Black Hair,Male Characters,,Living Characters,1,Mar-86,1986
18530,Alibar (Earth-616),\/Alibar_(Earth-616),No Dual Identity,,,,Male Characters,,Living Characters,5,Jun-67,1967
501873,Alice (Genosha) (Earth-616),\/Alice_(Genosha)_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Blond Hair,Female Characters,,Living Characters,1,Apr-93,1993
